442
4
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
16.83	31.98	83.20	119.52
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.50	18.90	28.60	50.40
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
12.33	22.20	33.60	59.20
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
10.00	19.00	49.50	71.00
17.17	32.62	84.90	121.88
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
10.00	18.00	27.30	48.00
